kernel_str,learned_kernel,mse,lml,std,R2_tr,R2,R2_test
DotProduct(sigma_0=1) + RBF(length_scale=1) * 1**2 * DotProduct(sigma_0=1),DotProduct(sigma_0=1.38e-05) + RBF(length_scale=31.9) * 0.00316**2 * DotProduct(sigma_0=300),29.2274,285.3241,5.4062,0.9998,-0.6352,-6.4749
DotProduct(sigma_0=1) * 1**2 + DotProduct(sigma_0=1),DotProduct(sigma_0=189) * 0.00316**2 + DotProduct(sigma_0=0.984),115272.5837,-1066.1601,339.5182,0.0602,-0.0210,-0.3289
"DotProduct(sigma_0=1) * Matern(length_scale=1, nu=1.5) + DotProduct(sigma_0=1) * ExpSineSquared(length_scale=1, periodicity=1)","DotProduct(sigma_0=0.881) * Matern(length_scale=1e+05, nu=1.5) + DotProduct(sigma_0=1.96e+03) * ExpSineSquared(length_scale=6.83e+03, periodicity=78.6)",23.0432,297.9948,4.8003,0.9998,0.9998,0.9998
"Matern(length_scale=1, nu=1.5) + WhiteKernel(noise_level=1) * DotProduct(sigma_0=1) + DotProduct(sigma_0=1)","Matern(length_scale=59.8, nu=1.5) + WhiteKernel(noise_level=1e-05) * DotProduct(sigma_0=1.59e-05) + DotProduct(sigma_0=2.65e-05)",2117.7041,-1.8081,46.0185,0.9827,0.4489,-1.4584
"Matern(length_scale=1, nu=1.5) + DotProduct(sigma_0=1) + DotProduct(sigma_0=1) * ExpSineSquared(length_scale=1, periodicity=1)","Matern(length_scale=68.6, nu=1.5) + DotProduct(sigma_0=0.000772) + DotProduct(sigma_0=0.000772) * ExpSineSquared(length_scale=1, periodicity=1)",35.5679,268.9657,5.9639,0.9997,-0.2695,-4.8030
"ExpSineSquared(length_scale=1, periodicity=1) + DotProduct(sigma_0=1) * RationalQuadratic(alpha=1, length_scale=1) * DotProduct(sigma_0=1)","ExpSineSquared(length_scale=0.0359, periodicity=1) + DotProduct(sigma_0=0.00792) * RationalQuadratic(alpha=0.411, length_scale=1e+05) * DotProduct(sigma_0=0.00792)",29.2505,276.5329,5.4084,0.9998,-0.9461,-7.8966
"ExpSineSquared(length_scale=1, periodicity=1) + 1**2 + DotProduct(sigma_0=1) * DotProduct(sigma_0=1)","ExpSineSquared(length_scale=1.55, periodicity=157) + 0.575**2 + DotProduct(sigma_0=1e-05) * DotProduct(sigma_0=1e-05)",23.8363,289.3421,4.8822,0.9998,0.9998,0.9998
DotProduct(sigma_0=1) * RBF(length_scale=1) * 1**2 + DotProduct(sigma_0=1),DotProduct(sigma_0=300) * RBF(length_scale=31.9) * 0.00316**2 + DotProduct(sigma_0=0.000145),29.2274,285.3241,5.4062,0.9998,-0.6352,-6.4749
"RationalQuadratic(alpha=1, length_scale=1) + DotProduct(sigma_0=1) * DotProduct(sigma_0=1) * Matern(length_scale=1, nu=1.5)","RationalQuadratic(alpha=2.54e+04, length_scale=31.2) + DotProduct(sigma_0=0.00801) * DotProduct(sigma_0=0.00801) * Matern(length_scale=1e+05, nu=1.5)",25.3082,272.5548,5.0307,0.9998,-2.9692,-17.1460
"DotProduct(sigma_0=1) * DotProduct(sigma_0=1) + 1**2 + Matern(length_scale=1, nu=1.5)","DotProduct(sigma_0=1e-05) * DotProduct(sigma_0=5.43e-05) + 0.0354**2 + Matern(length_scale=68.6, nu=1.5)",36.0881,263.7219,6.0073,0.9997,-0.8945,-7.6604
RBF(length_scale=1) * DotProduct(sigma_0=1) + DotProduct(sigma_0=1) + 1**2,RBF(length_scale=66) * DotProduct(sigma_0=2.94e-05) + DotProduct(sigma_0=0.945) + 0.283**2,54.5457,264.8187,7.3855,0.9996,0.2234,-2.5491
"Matern(length_scale=1, nu=1.5) * ExpSineSquared(length_scale=1, periodicity=1) + DotProduct(sigma_0=1) * DotProduct(sigma_0=1)","Matern(length_scale=3.57e+04, nu=1.5) * ExpSineSquared(length_scale=0.0187, periodicity=1.06e+04) + DotProduct(sigma_0=0.00146) * DotProduct(sigma_0=1e-05)",29.1249,279.7612,5.3967,0.9998,-1.4210,-10.0677
"RBF(length_scale=1) * RationalQuadratic(alpha=1, length_scale=1) + DotProduct(sigma_0=1) + DotProduct(sigma_0=1)","RBF(length_scale=31.5) * RationalQuadratic(alpha=3.59, length_scale=3.9e+04) + DotProduct(sigma_0=0.00151) + DotProduct(sigma_0=0.000303)",28.7608,285.0972,5.3629,0.9998,-0.5984,-6.3071
"DotProduct(sigma_0=1) * Matern(length_scale=1, nu=1.5) + DotProduct(sigma_0=1) + ExpSineSquared(length_scale=1, periodicity=1)","DotProduct(sigma_0=0.00199) * Matern(length_scale=1e+05, nu=1.5) + DotProduct(sigma_0=1e-05) + ExpSineSquared(length_scale=0.00206, periodicity=9.61e+04)",28.7236,285.0567,5.3594,0.9998,-0.5403,-6.0414
"WhiteKernel(noise_level=1) + DotProduct(sigma_0=1) * RationalQuadratic(alpha=1, length_scale=1) * DotProduct(sigma_0=1)","WhiteKernel(noise_level=1e-05) + DotProduct(sigma_0=0.85) * RationalQuadratic(alpha=1e-05, length_scale=3.01e+04) * DotProduct(sigma_0=0.863)",102.7035,263.3320,10.1343,0.9992,-10.1782,-50.1025
"RationalQuadratic(alpha=1, length_scale=1) + DotProduct(sigma_0=1) + DotProduct(sigma_0=1) * Matern(length_scale=1, nu=1.5)","RationalQuadratic(alpha=1e+05, length_scale=31.5) + DotProduct(sigma_0=0.00104) + DotProduct(sigma_0=0.000256) * Matern(length_scale=1e+05, nu=1.5)",28.7236,285.0566,5.3594,0.9998,-0.5404,-6.0415
"DotProduct(sigma_0=1) + DotProduct(sigma_0=1) * Matern(length_scale=1, nu=1.5) + 1**2","DotProduct(sigma_0=0.00771) + DotProduct(sigma_0=276) * Matern(length_scale=3.31e+03, nu=1.5) + 0.782**2",31.0297,261.6695,5.5704,0.9997,-3.9978,-21.8485
"Matern(length_scale=1, nu=1.5) + DotProduct(sigma_0=1) + DotProduct(sigma_0=1) * DotProduct(sigma_0=1)","Matern(length_scale=68.4, nu=1.5) + DotProduct(sigma_0=1e-05) + DotProduct(sigma_0=1e-05) * DotProduct(sigma_0=0.00026)",35.3929,259.5397,5.9492,0.9997,-0.1679,-4.3383
"RBF(length_scale=1) + Matern(length_scale=1, nu=1.5) + DotProduct(sigma_0=1) * DotProduct(sigma_0=1)","RBF(length_scale=5.86e+03) + Matern(length_scale=68.5, nu=1.5) + DotProduct(sigma_0=1e-05) * DotProduct(sigma_0=2.2e-05)",37.4760,263.4702,6.1218,0.9997,-0.5792,-6.2189
"DotProduct(sigma_0=1) * RationalQuadratic(alpha=1, length_scale=1) + 1**2 + DotProduct(sigma_0=1)","DotProduct(sigma_0=0.507) * RationalQuadratic(alpha=0.00208, length_scale=1.26e+03) + 0.777**2 + DotProduct(sigma_0=1.39e-05)",52.6468,277.1872,7.2558,0.9996,-1.7653,-11.6411
"DotProduct(sigma_0=1) + Matern(length_scale=1, nu=1.5) * DotProduct(sigma_0=1) * DotProduct(sigma_0=1)","DotProduct(sigma_0=0.885) + Matern(length_scale=3.57e+04, nu=1.5) * DotProduct(sigma_0=1e-05) * DotProduct(sigma_0=1e-05)",201.0389,240.7723,14.1788,0.9984,-12.9085,-62.5826
"Matern(length_scale=1, nu=1.5) * DotProduct(sigma_0=1) + ExpSineSquared(length_scale=1, periodicity=1) + DotProduct(sigma_0=1)","Matern(length_scale=1e+05, nu=1.5) * DotProduct(sigma_0=0.000189) + ExpSineSquared(length_scale=4.7, periodicity=78.6) + DotProduct(sigma_0=0.207)",23.3924,303.0935,4.8366,0.9998,0.9998,0.9998
"DotProduct(sigma_0=1) * DotProduct(sigma_0=1) * Matern(length_scale=1, nu=1.5) + 1**2","DotProduct(sigma_0=0.0141) * DotProduct(sigma_0=0.0696) * Matern(length_scale=3.56e+04, nu=1.5) + 0.875**2",201.0378,242.9175,14.1788,0.9984,-12.8455,-62.2946
"DotProduct(sigma_0=1) + WhiteKernel(noise_level=1) + DotProduct(sigma_0=1) * Matern(length_scale=1, nu=1.5)","DotProduct(sigma_0=1.83e-05) + WhiteKernel(noise_level=1e-05) + DotProduct(sigma_0=276) * Matern(length_scale=3.31e+03, nu=1.5)",31.0461,261.5619,5.5719,0.9997,-3.9978,-21.8484
DotProduct(sigma_0=1) + WhiteKernel(noise_level=1) + WhiteKernel(noise_level=1) * DotProduct(sigma_0=1),DotProduct(sigma_0=1.18) + WhiteKernel(noise_level=0.051) + WhiteKernel(noise_level=1e-05) * DotProduct(sigma_0=5.4e-05),116336.6775,-125.4060,341.0816,0.0515,-0.0900,-0.6139
"Matern(length_scale=1, nu=1.5) * DotProduct(sigma_0=1) + DotProduct(sigma_0=1) * RBF(length_scale=1)","Matern(length_scale=1e+05, nu=1.5) * DotProduct(sigma_0=0.00195) + DotProduct(sigma_0=0.986) * RBF(length_scale=66)",54.4481,264.8163,7.3789,0.9996,0.2255,-2.5395
"DotProduct(sigma_0=1) * RBF(length_scale=1) * ExpSineSquared(length_scale=1, periodicity=1) + DotProduct(sigma_0=1)","DotProduct(sigma_0=0.931) * RBF(length_scale=5.14e+03) * ExpSineSquared(length_scale=3.96, periodicity=261) + DotProduct(sigma_0=2.88e-05)",68.2849,274.6844,8.2635,0.9994,-63.0932,-292.0261
"RationalQuadratic(alpha=1, length_scale=1) + DotProduct(sigma_0=1) * WhiteKernel(noise_level=1) + DotProduct(sigma_0=1)","RationalQuadratic(alpha=1e+05, length_scale=30.1) + DotProduct(sigma_0=4.78e-05) * WhiteKernel(noise_level=1e-05) + DotProduct(sigma_0=1.45e-05)",698.8901,4.0249,26.4365,0.9943,-0.1432,-4.2063
"DotProduct(sigma_0=1) + DotProduct(sigma_0=1) * DotProduct(sigma_0=1) * Matern(length_scale=1, nu=1.5)","DotProduct(sigma_0=0.877) + DotProduct(sigma_0=0.00385) * DotProduct(sigma_0=1e-05) * Matern(length_scale=3.57e+04, nu=1.5)",200.8498,240.7724,14.1721,0.9984,-12.9093,-62.5863
1**2 * WhiteKernel(noise_level=1) + DotProduct(sigma_0=1) + DotProduct(sigma_0=1),0.24**2 * WhiteKernel(noise_level=1.84) + DotProduct(sigma_0=1.15) + DotProduct(sigma_0=2.01e-05),115273.2914,-94.1526,339.5192,0.0602,-0.0203,-0.3260
"RationalQuadratic(alpha=1, length_scale=1) * DotProduct(sigma_0=1) * DotProduct(sigma_0=1) + ExpSineSquared(length_scale=1, periodicity=1)","RationalQuadratic(alpha=0.00542, length_scale=1e+05) * DotProduct(sigma_0=0.0068) * DotProduct(sigma_0=0.0068) + ExpSineSquared(length_scale=0.883, periodicity=0.996)",31.7684,275.8158,5.6363,0.9997,0.9027,0.5561
"DotProduct(sigma_0=1) * Matern(length_scale=1, nu=1.5) * ExpSineSquared(length_scale=1, periodicity=1) + DotProduct(sigma_0=1)","DotProduct(sigma_0=714) * Matern(length_scale=1e+05, nu=1.5) * ExpSineSquared(length_scale=2.76e+03, periodicity=78.6) + DotProduct(sigma_0=0.0084)",23.5724,297.1800,4.8551,0.9998,0.9998,0.9997
WhiteKernel(noise_level=1) + 1**2 + DotProduct(sigma_0=1) * DotProduct(sigma_0=1),WhiteKernel(noise_level=0.107) + 1.12**2 + DotProduct(sigma_0=0.000754) * DotProduct(sigma_0=0.000561),115574.7578,-99.9985,339.9629,0.0578,-0.0398,-0.4063
"ExpSineSquared(length_scale=1, periodicity=1) + RationalQuadratic(alpha=1, length_scale=1) * DotProduct(sigma_0=1) + DotProduct(sigma_0=1)","ExpSineSquared(length_scale=4.7, periodicity=78.6) + RationalQuadratic(alpha=0.0178, length_scale=1e+05) * DotProduct(sigma_0=1.98e-05) + DotProduct(sigma_0=0.193)",23.3952,303.6730,4.8369,0.9998,0.9998,0.9998
1**2 + DotProduct(sigma_0=1) * DotProduct(sigma_0=1),1.14**2 + DotProduct(sigma_0=0.00117) * DotProduct(sigma_0=0.00117),115186.0444,-1072.7547,339.3907,0.0609,-0.0089,-0.2762
"1**2 * DotProduct(sigma_0=1) + RationalQuadratic(alpha=1, length_scale=1) * DotProduct(sigma_0=1)","0.00316**2 * DotProduct(sigma_0=1.38) + RationalQuadratic(alpha=0.00208, length_scale=1.26e+03) * DotProduct(sigma_0=0.928)",52.6433,277.5347,7.2556,0.9996,-1.7615,-11.6237
"DotProduct(sigma_0=1) * RationalQuadratic(alpha=1, length_scale=1) + WhiteKernel(noise_level=1) * DotProduct(sigma_0=1)","DotProduct(sigma_0=0.953) * RationalQuadratic(alpha=0.000836, length_scale=1.59e+03) + WhiteKernel(noise_level=1e-05) * DotProduct(sigma_0=1e-05)",136.5082,-2.0879,11.6837,0.9989,-4.9022,-25.9801
"RationalQuadratic(alpha=1, length_scale=1) + 1**2 * DotProduct(sigma_0=1) * DotProduct(sigma_0=1)","RationalQuadratic(alpha=1e+05, length_scale=31.5) + 0.00316**2 * DotProduct(sigma_0=1e-05) * DotProduct(sigma_0=1e-05)",29.1478,285.5209,5.3989,0.9998,-1.4456,-10.1803
"Matern(length_scale=1, nu=1.5) * DotProduct(sigma_0=1) + RationalQuadratic(alpha=1, length_scale=1) * DotProduct(sigma_0=1)","Matern(length_scale=1e+05, nu=1.5) * DotProduct(sigma_0=1e-05) + RationalQuadratic(alpha=0.00208, length_scale=1.26e+03) * DotProduct(sigma_0=0.928)",52.6545,277.1870,7.2563,0.9996,-1.7574,-11.6049
"DotProduct(sigma_0=1) * DotProduct(sigma_0=1) + RBF(length_scale=1) + RationalQuadratic(alpha=1, length_scale=1)","DotProduct(sigma_0=0.000172) * DotProduct(sigma_0=1e-05) + RBF(length_scale=31.4) + RationalQuadratic(alpha=1.01e-05, length_scale=8.9e+03)",27.5717,279.5663,5.2509,0.9998,-0.7468,-6.9853
WhiteKernel(noise_level=1) + DotProduct(sigma_0=1) + 1**2 * DotProduct(sigma_0=1),WhiteKernel(noise_level=0.106) + DotProduct(sigma_0=0.173) + 0.00316**2 * DotProduct(sigma_0=359),115273.2915,-93.8060,339.5192,0.0602,-0.0203,-0.3260
"DotProduct(sigma_0=1) * DotProduct(sigma_0=1) * Matern(length_scale=1, nu=1.5) + WhiteKernel(noise_level=1)","DotProduct(sigma_0=0.839) * DotProduct(sigma_0=0.85) * Matern(length_scale=3.57e+04, nu=1.5) + WhiteKernel(noise_level=1e-05)",200.5260,240.4451,14.1607,0.9984,-12.9245,-62.6555
"DotProduct(sigma_0=1) + RationalQuadratic(alpha=1, length_scale=1) + Matern(length_scale=1, nu=1.5) * DotProduct(sigma_0=1)","DotProduct(sigma_0=1e-05) + RationalQuadratic(alpha=1e+05, length_scale=31.5) + Matern(length_scale=1e+05, nu=1.5) * DotProduct(sigma_0=1e-05)",28.7237,285.0566,5.3594,0.9998,-0.5404,-6.0415
"DotProduct(sigma_0=1) * RationalQuadratic(alpha=1, length_scale=1) + DotProduct(sigma_0=1) * DotProduct(sigma_0=1)","DotProduct(sigma_0=0.92) * RationalQuadratic(alpha=0.00314, length_scale=1.09e+03) + DotProduct(sigma_0=0.000109) * DotProduct(sigma_0=0.00024)",60.4407,269.9210,7.7744,0.9995,0.6881,-0.4241
"DotProduct(sigma_0=1) + DotProduct(sigma_0=1) * RBF(length_scale=1) + Matern(length_scale=1, nu=1.5)","DotProduct(sigma_0=0.000323) + DotProduct(sigma_0=0.0014) * RBF(length_scale=1e+05) + Matern(length_scale=68.6, nu=1.5)",35.5622,268.9505,5.9634,0.9997,-0.2665,-4.7891
DotProduct(sigma_0=1) + WhiteKernel(noise_level=1) + DotProduct(sigma_0=1) * WhiteKernel(noise_level=1),DotProduct(sigma_0=1.18) + WhiteKernel(noise_level=0.051) + DotProduct(sigma_0=0.107) * WhiteKernel(noise_level=1e-05),116336.6681,-125.4060,341.0816,0.0515,-0.0900,-0.6139
"DotProduct(sigma_0=1) * ExpSineSquared(length_scale=1, periodicity=1) * WhiteKernel(noise_level=1) + DotProduct(sigma_0=1)","DotProduct(sigma_0=71.4) * ExpSineSquared(length_scale=1.51, periodicity=793) * WhiteKernel(noise_level=1e-05) + DotProduct(sigma_0=1.18)",116336.6694,-125.4060,341.0816,0.0515,-0.0900,-0.6139
"DotProduct(sigma_0=1) + DotProduct(sigma_0=1) * RBF(length_scale=1) + ExpSineSquared(length_scale=1, periodicity=1)","DotProduct(sigma_0=1e-05) + DotProduct(sigma_0=1.16e-05) * RBF(length_scale=1e+05) + ExpSineSquared(length_scale=4.7, periodicity=1.01)",23.3956,303.6729,4.8369,0.9998,0.9998,0.9998
"RationalQuadratic(alpha=1, length_scale=1) + RBF(length_scale=1) * DotProduct(sigma_0=1) * DotProduct(sigma_0=1)","RationalQuadratic(alpha=1e+05, length_scale=31.5) + RBF(length_scale=1e+05) * DotProduct(sigma_0=0.0128) * DotProduct(sigma_0=0.0128)",30.2884,276.5559,5.5035,0.9998,-1.4314,-10.1154
"DotProduct(sigma_0=1) + DotProduct(sigma_0=1) + DotProduct(sigma_0=1) * Matern(length_scale=1, nu=1.5)","DotProduct(sigma_0=0.354) + DotProduct(sigma_0=4.12e-05) + DotProduct(sigma_0=277) * Matern(length_scale=3.31e+03, nu=1.5)",31.0227,261.4684,5.5698,0.9997,-4.0084,-21.8970
"RBF(length_scale=1) + DotProduct(sigma_0=1) * DotProduct(sigma_0=1) + RationalQuadratic(alpha=1, length_scale=1)","RBF(length_scale=1.18e+04) + DotProduct(sigma_0=1e-05) * DotProduct(sigma_0=1.43e-05) + RationalQuadratic(alpha=3.64e+04, length_scale=31.4)",27.5703,279.5666,5.2507,0.9998,-0.7468,-6.9853
"DotProduct(sigma_0=1) * RationalQuadratic(alpha=1, length_scale=1) + DotProduct(sigma_0=1)","DotProduct(sigma_0=0.928) * RationalQuadratic(alpha=0.00208, length_scale=1.26e+03) + DotProduct(sigma_0=2.42e-05)",52.6460,277.1878,7.2558,0.9996,-1.7654,-11.6414
"1**2 * DotProduct(sigma_0=1) + DotProduct(sigma_0=1) * RationalQuadratic(alpha=1, length_scale=1)","0.00316**2 * DotProduct(sigma_0=1e-05) + DotProduct(sigma_0=0.928) * RationalQuadratic(alpha=0.00208, length_scale=1.26e+03)",52.6458,277.5347,7.2557,0.9996,-1.7612,-11.6224
"ExpSineSquared(length_scale=1, periodicity=1) + DotProduct(sigma_0=1) * DotProduct(sigma_0=1) + 1**2","ExpSineSquared(length_scale=4.7, periodicity=1.01) + DotProduct(sigma_0=1e-05) * DotProduct(sigma_0=1e-05) + 0.465**2",23.4377,300.3865,4.8412,0.9998,0.9998,0.9998
"DotProduct(sigma_0=1) * Matern(length_scale=1, nu=1.5) * DotProduct(sigma_0=1) + RBF(length_scale=1)","DotProduct(sigma_0=0.00764) * Matern(length_scale=1e+05, nu=1.5) * DotProduct(sigma_0=0.00764) + RBF(length_scale=31.2)",25.2530,272.5551,5.0252,0.9998,-2.9366,-16.9972
"ExpSineSquared(length_scale=1, periodicity=1) + DotProduct(sigma_0=1) * DotProduct(sigma_0=1) + DotProduct(sigma_0=1)","ExpSineSquared(length_scale=0.00881, periodicity=2.25e+04) + DotProduct(sigma_0=0.00688) * DotProduct(sigma_0=0.0024) + DotProduct(sigma_0=1e-05)",28.5290,275.7153,5.3413,0.9998,0.0155,-3.5003
"RationalQuadratic(alpha=1, length_scale=1) + WhiteKernel(noise_level=1) + DotProduct(sigma_0=1) * DotProduct(sigma_0=1)","RationalQuadratic(alpha=1e+05, length_scale=31.5) + WhiteKernel(noise_level=1e-05) + DotProduct(sigma_0=0.00011) * DotProduct(sigma_0=0.000374)",29.1575,279.6512,5.3998,0.9998,-1.4444,-10.1748
"DotProduct(sigma_0=1) * Matern(length_scale=1, nu=1.5) + RBF(length_scale=1) * DotProduct(sigma_0=1)","DotProduct(sigma_0=0.986) * Matern(length_scale=1e+05, nu=1.5) + RBF(length_scale=66) * DotProduct(sigma_0=0.0219)",54.5432,264.8186,7.3853,0.9996,0.2242,-2.5455
DotProduct(sigma_0=1) + DotProduct(sigma_0=1) + DotProduct(sigma_0=1) * WhiteKernel(noise_level=1),DotProduct(sigma_0=0.00338) + DotProduct(sigma_0=1.18) + DotProduct(sigma_0=71.4) * WhiteKernel(noise_level=1e-05),116336.6779,-125.7526,341.0816,0.0515,-0.0900,-0.6139
"ExpSineSquared(length_scale=1, periodicity=1) + DotProduct(sigma_0=1) * DotProduct(sigma_0=1) * Matern(length_scale=1, nu=1.5)","ExpSineSquared(length_scale=0.0376, periodicity=5.21e+03) + DotProduct(sigma_0=1e-05) * DotProduct(sigma_0=1e-05) * Matern(length_scale=1e+05, nu=1.5)",24.7793,272.5460,4.9779,0.9998,-2.6045,-15.4786
"DotProduct(sigma_0=1) + ExpSineSquared(length_scale=1, periodicity=1) + 1**2 * DotProduct(sigma_0=1)","DotProduct(sigma_0=0.000347) + ExpSineSquared(length_scale=8.82, periodicity=0.000583) + 264**2 * DotProduct(sigma_0=69)",28.7203,286.9204,5.3591,0.9998,0.9998,0.9997
"DotProduct(sigma_0=1) + RBF(length_scale=1) * RationalQuadratic(alpha=1, length_scale=1) + DotProduct(sigma_0=1)","DotProduct(sigma_0=3.23e-05) + RBF(length_scale=31.6) * RationalQuadratic(alpha=9.98e+04, length_scale=692) + DotProduct(sigma_0=0.00115)",28.7609,285.0972,5.3629,0.9998,-0.5984,-6.3071
"WhiteKernel(noise_level=1) * Matern(length_scale=1, nu=1.5) * DotProduct(sigma_0=1) + DotProduct(sigma_0=1)","WhiteKernel(noise_level=1e-05) * Matern(length_scale=1.64e-05, nu=1.5) * DotProduct(sigma_0=71.4) + DotProduct(sigma_0=1.18)",116336.6779,-125.4060,341.0816,0.0515,-0.0900,-0.6139
"WhiteKernel(noise_level=1) + ExpSineSquared(length_scale=1, periodicity=1) + DotProduct(sigma_0=1) * DotProduct(sigma_0=1)","WhiteKernel(noise_level=1e-05) + ExpSineSquared(length_scale=1.55, periodicity=157) + DotProduct(sigma_0=1e-05) * DotProduct(sigma_0=1e-05)",23.8392,289.1884,4.8825,0.9998,0.9998,0.9998
"DotProduct(sigma_0=1) * DotProduct(sigma_0=1) + 1**2 + ExpSineSquared(length_scale=1, periodicity=1)","DotProduct(sigma_0=1e-05) * DotProduct(sigma_0=1e-05) + 0.728**2 + ExpSineSquared(length_scale=1, periodicity=1.01)",22.4485,284.9922,4.7380,0.9998,0.9998,0.9998
WhiteKernel(noise_level=1) + DotProduct(sigma_0=1) * DotProduct(sigma_0=1) * DotProduct(sigma_0=1),WhiteKernel(noise_level=1) + DotProduct(sigma_0=1) * DotProduct(sigma_0=1) * DotProduct(sigma_0=1),105172.5343,-271.4728,324.3032,0.1426,-1.1167,-5.6309
"DotProduct(sigma_0=1) + DotProduct(sigma_0=1) * ExpSineSquared(length_scale=1, periodicity=1) + RBF(length_scale=1)","DotProduct(sigma_0=1e-05) + DotProduct(sigma_0=3.23e-05) * ExpSineSquared(length_scale=464, periodicity=0.1) + RBF(length_scale=36.3)",31.6917,287.4600,5.6295,0.9997,0.9372,0.7139
WhiteKernel(noise_level=1) * RBF(length_scale=1) + DotProduct(sigma_0=1) + DotProduct(sigma_0=1),WhiteKernel(noise_level=0.106) * RBF(length_scale=0.039) + DotProduct(sigma_0=1.15) + DotProduct(sigma_0=0.0411),115273.2915,-94.1526,339.5192,0.0602,-0.0203,-0.3260
"DotProduct(sigma_0=1) * RationalQuadratic(alpha=1, length_scale=1) * DotProduct(sigma_0=1) + Matern(length_scale=1, nu=1.5)","DotProduct(sigma_0=0.0556) * RationalQuadratic(alpha=1e-05, length_scale=3e+04) * DotProduct(sigma_0=4.04e-05) + Matern(length_scale=7.32e+04, nu=1.5)",85.5951,266.0180,9.2518,0.9993,-9.1156,-45.2453
1**2 * DotProduct(sigma_0=1) + DotProduct(sigma_0=1) + WhiteKernel(noise_level=1),0.00316**2 * DotProduct(sigma_0=0.332) + DotProduct(sigma_0=1.15) + WhiteKernel(noise_level=0.106),115273.2915,-93.8060,339.5192,0.0602,-0.0203,-0.3260
WhiteKernel(noise_level=1) + DotProduct(sigma_0=1) * DotProduct(sigma_0=1) + RBF(length_scale=1),WhiteKernel(noise_level=1e-05) + DotProduct(sigma_0=1e-05) * DotProduct(sigma_0=1e-05) + RBF(length_scale=31.5),29.1642,279.6513,5.4004,0.9998,-1.4463,-10.1834
"DotProduct(sigma_0=1) * Matern(length_scale=1, nu=1.5) + ExpSineSquared(length_scale=1, periodicity=1) + DotProduct(sigma_0=1)","DotProduct(sigma_0=2.23e-05) * Matern(length_scale=1e+05, nu=1.5) + ExpSineSquared(length_scale=4.7, periodicity=0.0204) + DotProduct(sigma_0=0.287)",23.3923,303.0931,4.8366,0.9998,0.9998,0.9998
1**2 + WhiteKernel(noise_level=1) * DotProduct(sigma_0=1) * DotProduct(sigma_0=1),1.12**2 + WhiteKernel(noise_level=1e-05) * DotProduct(sigma_0=1e-05) * DotProduct(sigma_0=1e-05),136909.0627,-1013.0418,370.0122,-0.1162,-0.0921,-0.0277
"Matern(length_scale=1, nu=1.5) * Matern(length_scale=1, nu=1.5) * DotProduct(sigma_0=1) + DotProduct(sigma_0=1)","Matern(length_scale=3.31e+03, nu=1.5) * Matern(length_scale=7.72e+04, nu=1.5) * DotProduct(sigma_0=276) + DotProduct(sigma_0=2.54e-05)",31.0293,261.6686,5.5704,0.9997,-3.9985,-21.8517
"1**2 + DotProduct(sigma_0=1) + DotProduct(sigma_0=1) * Matern(length_scale=1, nu=1.5)","2**2 + DotProduct(sigma_0=0.0133) + DotProduct(sigma_0=276) * Matern(length_scale=3.31e+03, nu=1.5)",31.0297,261.6694,5.5704,0.9997,-3.9978,-21.8488
"DotProduct(sigma_0=1) + ExpSineSquared(length_scale=1, periodicity=1) * DotProduct(sigma_0=1) * Matern(length_scale=1, nu=1.5)","DotProduct(sigma_0=0.808) + ExpSineSquared(length_scale=1, periodicity=0.998) * DotProduct(sigma_0=0.435) * Matern(length_scale=7.74e+04, nu=1.5)",35.8834,267.5879,5.9903,0.9997,-22.8791,-108.1721
WhiteKernel(noise_level=1) * DotProduct(sigma_0=1) * DotProduct(sigma_0=1) + DotProduct(sigma_0=1),WhiteKernel(noise_level=1e-05) * DotProduct(sigma_0=0.000343) * DotProduct(sigma_0=5.53e-05) + DotProduct(sigma_0=1.03),9996089.1343,-1015.4509,3161.6592,-80.4947,-119.4224,-260.0306
