kernel_str,learned_kernel,mse,lml,std,R2_tr,R2,R2_test
"1**2 + WhiteKernel(noise_level=1) * 1**2 * Matern(length_scale=1, nu=1.5)","3.6**2 + WhiteKernel(noise_level=0.159) * 5.23**2 * Matern(length_scale=1.12e+04, nu=1.5)",4341712.3603,-520.5224,2083.6776,-0.0000,-0.1208,-65.8767
1**2 * 1**2 * 1**2 + 1**2,199**2 * 118**2 * 12.9**2 + 0.0161**2,5382740.8039,-41918.0014,2320.0734,-0.2398,-0.5443,-98.9322
1**2 + RBF(length_scale=1) * DotProduct(sigma_0=1) * 1**2,0.00316**2 + RBF(length_scale=1.73e+04) * DotProduct(sigma_0=3.4e-05) * 0.0298**2,6637.2446,244.3714,81.4693,0.9985,0.9990,0.9747
"ExpSineSquared(length_scale=1, periodicity=1) + 1**2 + Matern(length_scale=1, nu=1.5) * 1**2","ExpSineSquared(length_scale=15.6, periodicity=31.6) + 0.177**2 + Matern(length_scale=3.95e+04, nu=1.5) * 316**2",2244.6268,279.0969,47.3775,0.9995,0.9996,0.9893
"ExpSineSquared(length_scale=1, periodicity=1) + Matern(length_scale=1, nu=1.5) + 1**2 * 1**2","ExpSineSquared(length_scale=3.2, periodicity=2.07) + Matern(length_scale=168, nu=1.5) + 1.39**2 * 1.39**2",2171.5102,247.0536,46.5995,0.9995,0.9744,-1.7904
"Matern(length_scale=1, nu=1.5) * 1**2 + 1**2 * DotProduct(sigma_0=1)","Matern(length_scale=7.71, nu=1.5) * 0.0639**2 + 0.0299**2 * DotProduct(sigma_0=0.00126)",2467.0235,263.3143,49.6691,0.9994,0.9995,0.9768
"RationalQuadratic(alpha=1, length_scale=1) * 1**2 + WhiteKernel(noise_level=1) + 1**2","RationalQuadratic(alpha=0.0402, length_scale=110) * 4.67**2 + WhiteKernel(noise_level=1e-05) + 0.00677**2",2243.6221,242.1918,47.3669,0.9995,0.8918,-10.8785
"1**2 + ExpSineSquared(length_scale=1, periodicity=1) * 1**2 + RationalQuadratic(alpha=1, length_scale=1)","0.0115**2 + ExpSineSquared(length_scale=0.0358, periodicity=1e+05) * 10.6**2 + RationalQuadratic(alpha=0.00414, length_scale=85.7)",2413.4422,254.1643,49.1268,0.9994,0.9990,0.9182
"RBF(length_scale=1) + 1**2 * RationalQuadratic(alpha=1, length_scale=1) * 1**2","RBF(length_scale=106) + 0.38**2 * RationalQuadratic(alpha=0.0233, length_scale=124) * 10.3**2",2256.0729,243.3890,47.4981,0.9995,0.9106,-8.8091
"WhiteKernel(noise_level=1) * 1**2 + Matern(length_scale=1, nu=1.5) * 1**2","WhiteKernel(noise_level=1e-05) * 0.00316**2 + Matern(length_scale=213, nu=1.5) * 4.54**2",2406.7307,245.3517,49.0584,0.9994,0.9634,-2.9904
"1**2 * DotProduct(sigma_0=1) + 1**2 * Matern(length_scale=1, nu=1.5)","0.0299**2 * DotProduct(sigma_0=0.00133) + 0.0639**2 * Matern(length_scale=7.71, nu=1.5)",2467.0414,263.3143,49.6693,0.9994,0.9995,0.9768
1**2 + 1**2 + DotProduct(sigma_0=1) * RBF(length_scale=1),0.00316**2 + 0.00316**2 + DotProduct(sigma_0=1e-05) * RBF(length_scale=1e+05),6627.2881,240.2103,81.4082,0.9985,0.9990,0.9723
1**2 * 1**2 + DotProduct(sigma_0=1) * 1**2,0.135**2 * 0.139**2 + DotProduct(sigma_0=0.000511) * 0.03**2,6680.0544,244.0374,81.7316,0.9985,0.9990,0.9765
1**2 + 1**2 * DotProduct(sigma_0=1) * 1**2,0.0187**2 + 0.229**2 * DotProduct(sigma_0=0.0683) * 0.131**2,6680.0545,244.0374,81.7316,0.9985,0.9990,0.9765
"1**2 + 1**2 * 1**2 + Matern(length_scale=1, nu=1.5)","0.0702**2 + 0.267**2 * 13**2 + Matern(length_scale=73.5, nu=1.5)",2380.7176,236.5005,48.7926,0.9995,0.8935,-10.6862
"Matern(length_scale=1, nu=1.5) * 1**2 + 1**2 * RBF(length_scale=1)","Matern(length_scale=8.45, nu=1.5) * 0.0695**2 + 13.9**2 * RBF(length_scale=772)",2419.8185,255.7900,49.1917,0.9994,0.9994,0.9677
"RBF(length_scale=1) + RationalQuadratic(alpha=1, length_scale=1) * 1**2 + 1**2","RBF(length_scale=106) + RationalQuadratic(alpha=0.0233, length_scale=124) * 3.91**2 + 0.00901**2",2256.0671,243.3890,47.4981,0.9995,0.9106,-8.8091
"ExpSineSquared(length_scale=1, periodicity=1) * 1**2 * RBF(length_scale=1) + 1**2","ExpSineSquared(length_scale=1.32e+04, periodicity=1e+05) * 17.7**2 * RBF(length_scale=1e+03) + 0.0129**2",6597.6860,236.0731,81.2261,0.9985,0.9990,0.9750
"ExpSineSquared(length_scale=1, periodicity=1) + 1**2 + 1**2 * WhiteKernel(noise_level=1)","ExpSineSquared(length_scale=0.374, periodicity=314) + 3.49**2 + 0.00316**2 * WhiteKernel(noise_level=1e-05)",2283.8028,226.0335,47.7891,0.9995,0.2875,-77.3501
"RationalQuadratic(alpha=1, length_scale=1) * 1**2 + 1**2 + DotProduct(sigma_0=1)","RationalQuadratic(alpha=1e+05, length_scale=7.15) * 0.0696**2 + 0.00316**2 + DotProduct(sigma_0=1e-05)",2392.7695,263.7316,48.9159,0.9994,0.9995,0.9774
"Matern(length_scale=1, nu=1.5) * 1**2 + DotProduct(sigma_0=1) + 1**2","Matern(length_scale=7.71, nu=1.5) * 0.0639**2 + DotProduct(sigma_0=3.28e-05) + 0.00316**2",2466.9079,260.3010,49.6680,0.9994,0.9995,0.9768
"DotProduct(sigma_0=1) * 1**2 + ExpSineSquared(length_scale=1, periodicity=1) + 1**2","DotProduct(sigma_0=122) * 11.1**2 + ExpSineSquared(length_scale=2.17, periodicity=0.00217) + 119**2",2249.7795,266.6200,47.4318,0.9995,0.9996,0.9900
"1**2 + WhiteKernel(noise_level=1) * 1**2 + RationalQuadratic(alpha=1, length_scale=1)","3.44**2 + WhiteKernel(noise_level=1e-05) * 0.00316**2 + RationalQuadratic(alpha=0.593, length_scale=30.2)",2284.7423,234.1171,47.7990,0.9995,0.8071,-20.1867
"ExpSineSquared(length_scale=1, periodicity=1) * 1**2 + 1**2 * DotProduct(sigma_0=1)","ExpSineSquared(length_scale=2.48, periodicity=31.6) * 0.126**2 + 0.0301**2 * DotProduct(sigma_0=0.0563)",2247.2831,289.8703,47.4055,0.9995,0.9996,0.9898
"1**2 + ExpSineSquared(length_scale=1, periodicity=1) * DotProduct(sigma_0=1) + 1**2","0.00658**2 + ExpSineSquared(length_scale=2.51e+03, periodicity=0.0416) * DotProduct(sigma_0=0.000667) + 0.0117**2",3661.0117,272.9372,60.5063,0.9992,0.9994,0.9847
"ExpSineSquared(length_scale=1, periodicity=1) * 1**2 + WhiteKernel(noise_level=1) * 1**2","ExpSineSquared(length_scale=0.0208, periodicity=1) * 17.7**2 + WhiteKernel(noise_level=1e-05) * 0.00316**2",6597.7118,236.0730,81.2263,0.9985,0.9990,0.9750
1**2 * RBF(length_scale=1) + DotProduct(sigma_0=1) * 1**2,0.0696**2 * RBF(length_scale=7.15) + DotProduct(sigma_0=0.00119) * 0.0299**2,2392.8169,266.7447,48.9164,0.9994,0.9995,0.9774
"1**2 + Matern(length_scale=1, nu=1.5) * DotProduct(sigma_0=1) * 1**2","0.00316**2 + Matern(length_scale=3e+04, nu=1.5) * DotProduct(sigma_0=1e-05) * 0.0299**2",6637.3646,244.3688,81.4700,0.9985,0.9990,0.9748
DotProduct(sigma_0=1) * 1**2 + 1**2 + RBF(length_scale=1),DotProduct(sigma_0=1e-05) * 0.0294**2 + 0.00316**2 + RBF(length_scale=17.5),2176.3452,244.8468,46.6513,0.9995,0.9971,0.7073
"Matern(length_scale=1, nu=1.5) + 1**2 * 1**2 + DotProduct(sigma_0=1)","Matern(length_scale=74.8, nu=1.5) + 0.0155**2 * 0.00388**2 + DotProduct(sigma_0=0.00254)",2369.1621,246.1928,48.6740,0.9995,0.9977,0.7780
"1**2 + Matern(length_scale=1, nu=1.5) * ExpSineSquared(length_scale=1, periodicity=1) * 1**2","0.00316**2 + Matern(length_scale=3.95e+04, nu=1.5) * ExpSineSquared(length_scale=4.78e+03, periodicity=0.0217) * 316**2",2246.8128,279.1325,47.4006,0.9995,0.9996,0.9893
1**2 + RBF(length_scale=1) * 1**2 * DotProduct(sigma_0=1),0.00316**2 + RBF(length_scale=1.73e+04) * 0.0298**2 * DotProduct(sigma_0=1e-05),6637.2445,244.3714,81.4693,0.9985,0.9990,0.9747
1**2 * 1**2 + WhiteKernel(noise_level=1) + DotProduct(sigma_0=1),0.638**2 * 0.00584**2 + WhiteKernel(noise_level=1e-05) + DotProduct(sigma_0=0.0185),6679.9128,240.9916,81.7307,0.9985,0.9990,0.9765
1**2 * 1**2 + DotProduct(sigma_0=1) * WhiteKernel(noise_level=1),1.73**2 * 1.47**2 + DotProduct(sigma_0=113) * WhiteKernel(noise_level=0.000148),5437103.3718,-513.3709,2331.7597,-0.2523,-0.5593,-99.8775
1**2 + 1**2 + 1**2 * WhiteKernel(noise_level=1),0.132**2 + 3.59**2 + 1.9**2 * WhiteKernel(noise_level=1.2),4341712.3602,-520.5224,2083.6776,-0.0000,-0.1208,-65.8767
WhiteKernel(noise_level=1) + RBF(length_scale=1) * 1**2 * 1**2,WhiteKernel(noise_level=1e-05) + RBF(length_scale=1e+03) * 42.5**2 * 0.416**2,6597.6866,236.0338,81.2261,0.9985,0.9990,0.9750
"1**2 + RationalQuadratic(alpha=1, length_scale=1) * Matern(length_scale=1, nu=1.5) * 1**2","0.00924**2 + RationalQuadratic(alpha=1e-05, length_scale=2e+03) * Matern(length_scale=2.64e+03, nu=1.5) * 23.9**2",2375.8455,252.0707,48.7426,0.9995,0.9987,0.8850
"1**2 + DotProduct(sigma_0=1) * 1**2 + RationalQuadratic(alpha=1, length_scale=1)","0.00316**2 + DotProduct(sigma_0=0.00198) * 0.0298**2 + RationalQuadratic(alpha=0.00334, length_scale=86.6)",2442.4419,257.7523,49.4211,0.9994,0.9995,0.9749
1**2 + DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1),0.00316**2 + DotProduct(sigma_0=1e-05) + 0.0696**2 * RBF(length_scale=7.15),2392.7270,263.7316,48.9155,0.9994,0.9995,0.9774
RBF(length_scale=1) * WhiteKernel(noise_level=1) + 1**2 + 1**2,RBF(length_scale=1.7e+03) * WhiteKernel(noise_level=4.35) + 0.00634**2 + 3.6**2,4341712.3602,-520.5224,2083.6776,-0.0000,-0.1208,-65.8767
"1**2 + 1**2 * WhiteKernel(noise_level=1) + ExpSineSquared(length_scale=1, periodicity=1)","3.49**2 + 0.00316**2 * WhiteKernel(noise_level=1e-05) + ExpSineSquared(length_scale=0.374, periodicity=314)",2283.7991,226.0335,47.7891,0.9995,0.2875,-77.3538
1**2 * 1**2 + DotProduct(sigma_0=1) * DotProduct(sigma_0=1),0.00943**2 * 0.0451**2 + DotProduct(sigma_0=0.00938) * DotProduct(sigma_0=0.0277),6627.9730,231.7730,81.4124,0.9985,0.9990,0.9721
WhiteKernel(noise_level=1) * 1**2 + 1**2 + RBF(length_scale=1),WhiteKernel(noise_level=1e-05) * 0.00316**2 + 3.49**2 + RBF(length_scale=17.8),2273.4990,225.0223,47.6812,0.9995,0.5922,-43.8301
"ExpSineSquared(length_scale=1, periodicity=1) + 1**2 * 1**2 * RationalQuadratic(alpha=1, length_scale=1)","ExpSineSquared(length_scale=455, periodicity=9.43e+04) + 0.43**2 * 10.8**2 * RationalQuadratic(alpha=0.0405, length_scale=109)",2243.4522,242.2638,47.3651,0.9995,0.8920,-10.8467
"Matern(length_scale=1, nu=1.5) * WhiteKernel(noise_level=1) + 1**2 + 1**2","Matern(length_scale=3.92e+03, nu=1.5) * WhiteKernel(noise_level=4.35) + 2.1**2 + 2.92**2",4341712.3602,-520.5224,2083.6776,-0.0000,-0.1208,-65.8767
"1**2 * 1**2 + Matern(length_scale=1, nu=1.5) * RationalQuadratic(alpha=1, length_scale=1)","0.489**2 * 7.09**2 + Matern(length_scale=115, nu=1.5) * RationalQuadratic(alpha=0.0153, length_scale=77.5)",2310.4167,238.5715,48.0668,0.9995,0.9299,-6.6790
"ExpSineSquared(length_scale=1, periodicity=1) * WhiteKernel(noise_level=1) + 1**2 * 1**2","ExpSineSquared(length_scale=379, periodicity=108) * WhiteKernel(noise_level=4.35) + 2.91**2 * 1.24**2",4341712.3602,-520.5224,2083.6776,-0.0000,-0.1208,-65.8767
"1**2 * ExpSineSquared(length_scale=1, periodicity=1) + 1**2 * WhiteKernel(noise_level=1)","17.6**2 * ExpSineSquared(length_scale=0.0289, periodicity=1) + 0.00316**2 * WhiteKernel(noise_level=1e-05)",6597.6580,236.0729,81.2260,0.9985,0.9990,0.9750
DotProduct(sigma_0=1) + 1**2 * DotProduct(sigma_0=1) * 1**2,DotProduct(sigma_0=0.0188) + 0.0385**2 * DotProduct(sigma_0=1e-05) * 0.00316**2,6679.8829,241.0306,81.7306,0.9985,0.9990,0.9765
"RBF(length_scale=1) + 1**2 * 1**2 + ExpSineSquared(length_scale=1, periodicity=1)","RBF(length_scale=102) + 4.55**2 * 0.651**2 + ExpSineSquared(length_scale=15.5, periodicity=0.969)",2342.6209,261.9136,48.4006,0.9995,0.9892,-0.1615
"1**2 + 1**2 + RationalQuadratic(alpha=1, length_scale=1) * WhiteKernel(noise_level=1)","2.48**2 + 2.6**2 + RationalQuadratic(alpha=6.31e+04, length_scale=7.7) * WhiteKernel(noise_level=4.35)",4341712.3602,-520.5224,2083.6776,-0.0000,-0.1208,-65.8767
"1**2 + 1**2 + RBF(length_scale=1) * RationalQuadratic(alpha=1, length_scale=1)","3.5**2 + 0.0443**2 + RBF(length_scale=81.8) * RationalQuadratic(alpha=0.012, length_scale=75.6)",2345.2631,240.5607,48.4279,0.9995,0.9459,-4.9184
"1**2 * RationalQuadratic(alpha=1, length_scale=1) + WhiteKernel(noise_level=1) * 1**2","4.67**2 * RationalQuadratic(alpha=0.0403, length_scale=110) + WhiteKernel(noise_level=1e-05) * 0.00316**2",2243.4215,242.2747,47.3648,0.9995,0.8918,-10.8788
"ExpSineSquared(length_scale=1, periodicity=1) + 1**2 * Matern(length_scale=1, nu=1.5) * 1**2","ExpSineSquared(length_scale=15.6, periodicity=0.492) + 4.96**2 * Matern(length_scale=8.21e+04, nu=1.5) * 143**2",2250.2354,279.1839,47.4366,0.9995,0.9996,0.9899
"1**2 + 1**2 * ExpSineSquared(length_scale=1, periodicity=1) + DotProduct(sigma_0=1)","0.00329**2 + 0.623**2 * ExpSineSquared(length_scale=9.39, periodicity=0.00133) + DotProduct(sigma_0=1.48)",2259.5298,285.0292,47.5345,0.9995,0.9996,0.9900
"1**2 + RationalQuadratic(alpha=1, length_scale=1) * 1**2 * ExpSineSquared(length_scale=1, periodicity=1)","0.0245**2 + RationalQuadratic(alpha=3.65e-05, length_scale=906) * 10.6**2 * ExpSineSquared(length_scale=0.0358, periodicity=1e+05)",2414.8254,254.1505,49.1409,0.9994,0.9990,0.9181
DotProduct(sigma_0=1) + 1**2 * 1**2 + 1**2,DotProduct(sigma_0=0.0111) + 0.00316**2 * 0.00317**2 + 0.0152**2,6679.8768,241.0306,81.7305,0.9985,0.9990,0.9765
RBF(length_scale=1) + 1**2 * 1**2 * RBF(length_scale=1),RBF(length_scale=17.5) + 0.789**2 * 7.43**2 * RBF(length_scale=266),2179.6591,242.1347,46.6868,0.9995,0.9697,-2.3037
"Matern(length_scale=1, nu=1.5) + RBF(length_scale=1) * 1**2 + 1**2","Matern(length_scale=74.8, nu=1.5) + RBF(length_scale=285) * 5.97**2 + 0.0107**2",2366.8361,246.8179,48.6501,0.9995,0.9841,-0.7212
"DotProduct(sigma_0=1) * ExpSineSquared(length_scale=1, periodicity=1) * 1**2 + 1**2","DotProduct(sigma_0=1.56e-05) * ExpSineSquared(length_scale=1.09, periodicity=1e+05) * 0.0298**2 + 0.00316**2",6637.2437,244.3714,81.4693,0.9985,0.9990,0.9747
"1**2 + ExpSineSquared(length_scale=1, periodicity=1) + 1**2 * ExpSineSquared(length_scale=1, periodicity=1)","0.00316**2 + ExpSineSquared(length_scale=0.436, periodicity=268) + 6.37**2 * ExpSineSquared(length_scale=0.0175, periodicity=1e+05)",2188.5670,242.5435,46.7821,0.9995,0.9885,-0.2375
1**2 * RBF(length_scale=1) * 1**2 + DotProduct(sigma_0=1),0.836**2 * RBF(length_scale=7.15) * 0.0833**2 + DotProduct(sigma_0=5.33e-05),2392.8587,263.7343,48.9169,0.9994,0.9995,0.9774
"1**2 * ExpSineSquared(length_scale=1, periodicity=1) + 1**2 * Matern(length_scale=1, nu=1.5)","3.34**2 * ExpSineSquared(length_scale=50.6, periodicity=0.969) + 316**2 * Matern(length_scale=3.95e+04, nu=1.5)",2246.5922,279.1293,47.3982,0.9995,0.9996,0.9893
"1**2 * RationalQuadratic(alpha=1, length_scale=1) * 1**2 + ExpSineSquared(length_scale=1, periodicity=1)","4.19**2 * RationalQuadratic(alpha=5.45e+04, length_scale=1.05e+03) * 4.19**2 + ExpSineSquared(length_scale=15.6, periodicity=0.969)",2252.1337,283.2360,47.4567,0.9995,0.9996,0.9871
"1**2 + RationalQuadratic(alpha=1, length_scale=1) + ExpSineSquared(length_scale=1, periodicity=1) * 1**2","0.204**2 + RationalQuadratic(alpha=1e+05, length_scale=102) + ExpSineSquared(length_scale=54.4, periodicity=0.0294) * 3.54**2",2344.1080,261.9659,48.4160,0.9995,0.9892,-0.1564
"ExpSineSquared(length_scale=1, periodicity=1) * 1**2 * ExpSineSquared(length_scale=1, periodicity=1) + 1**2","ExpSineSquared(length_scale=3e+03, periodicity=6) * 17.6**2 * ExpSineSquared(length_scale=0.0629, periodicity=1e+05) + 0.654**2",6538.5811,236.1389,80.8615,0.9985,0.9990,0.9750
1**2 * DotProduct(sigma_0=1) + 1**2 + 1**2,0.03**2 * DotProduct(sigma_0=0.00981) + 0.0128**2 + 0.0138**2,6680.0545,244.0374,81.7316,0.9985,0.9990,0.9765
"1**2 * WhiteKernel(noise_level=1) + RationalQuadratic(alpha=1, length_scale=1) * 1**2","0.00316**2 * WhiteKernel(noise_level=1e-05) + RationalQuadratic(alpha=0.0402, length_scale=110) * 4.67**2",2243.4245,242.2747,47.3648,0.9995,0.8918,-10.8784
"Matern(length_scale=1, nu=1.5) * 1**2 + DotProduct(sigma_0=1) * 1**2","Matern(length_scale=7.71, nu=1.5) * 0.0639**2 + DotProduct(sigma_0=4.93e-05) * 0.0299**2",2467.0228,263.3143,49.6691,0.9994,0.9995,0.9768
"DotProduct(sigma_0=1) * RationalQuadratic(alpha=1, length_scale=1) * 1**2 + 1**2","DotProduct(sigma_0=224) * RationalQuadratic(alpha=0.000118, length_scale=472) * 0.021**2 + 0.0095**2",2450.0443,255.5467,49.4979,0.9994,0.9995,0.9718
1**2 + 1**2 * DotProduct(sigma_0=1) + RBF(length_scale=1),0.00316**2 + 0.03**2 * DotProduct(sigma_0=0.000122) + RBF(length_scale=1.31e+03),6660.1189,240.7599,81.6096,0.9985,0.9990,0.9764
"ExpSineSquared(length_scale=1, periodicity=1) * DotProduct(sigma_0=1) * 1**2 + 1**2","ExpSineSquared(length_scale=676, periodicity=0.0167) * DotProduct(sigma_0=1.34) * 28**2 + 68.6**2",2242.1415,266.1948,47.3513,0.9995,0.9996,0.9899
RBF(length_scale=1) * 1**2 * 1**2 + RBF(length_scale=1),RBF(length_scale=1e+03) * 2.18**2 * 8.09**2 + RBF(length_scale=1e+03),6597.6861,236.0731,81.2261,0.9985,0.9990,0.9750
"1**2 + RBF(length_scale=1) + Matern(length_scale=1, nu=1.5) * 1**2","0.00637**2 + RBF(length_scale=212) + Matern(length_scale=208, nu=1.5) * 4.38**2",2406.2968,245.3639,49.0540,0.9994,0.9632,-3.0150
"RationalQuadratic(alpha=1, length_scale=1) * 1**2 + 1**2 * DotProduct(sigma_0=1)","RationalQuadratic(alpha=1e+05, length_scale=7.15) * 0.0696**2 + 0.0299**2 * DotProduct(sigma_0=4.54e-05)",2392.8337,266.7447,48.9166,0.9994,0.9995,0.9774
"1**2 + RationalQuadratic(alpha=1, length_scale=1) * WhiteKernel(noise_level=1) * 1**2","3.6**2 + RationalQuadratic(alpha=3.52e+03, length_scale=0.00748) * WhiteKernel(noise_level=0.288) * 3.89**2",4341712.3602,-520.5224,2083.6776,-0.0000,-0.1208,-65.8767
"ExpSineSquared(length_scale=1, periodicity=1) + 1**2 * RBF(length_scale=1) + 1**2","ExpSineSquared(length_scale=0.00231, periodicity=4.78e+04) + 5.86**2 * RBF(length_scale=266) + 0.136**2",2179.6584,242.1344,46.6868,0.9995,0.9697,-2.3018
"1**2 * Matern(length_scale=1, nu=1.5) + 1**2","4.54**2 * Matern(length_scale=213, nu=1.5) + 0.00335**2",2406.7292,245.3517,49.0584,0.9994,0.9634,-2.9904
1**2 * RBF(length_scale=1) + RBF(length_scale=1) * 1**2,0.0765**2 * RBF(length_scale=7.61) + RBF(length_scale=774) * 13.9**2,2354.4359,259.3307,48.5225,0.9995,0.9994,0.9649
"ExpSineSquared(length_scale=1, periodicity=1) * DotProduct(sigma_0=1) + 1**2 * 1**2","ExpSineSquared(length_scale=1.18e+04, periodicity=0.00253) * DotProduct(sigma_0=0.00226) + 2.32**2 * 231**2",4086.1239,252.8596,63.9228,0.9991,0.9994,0.9904
"1**2 * 1**2 + Matern(length_scale=1, nu=1.5) + DotProduct(sigma_0=1)","0.649**2 * 0.00529**2 + Matern(length_scale=74.8, nu=1.5) + DotProduct(sigma_0=0.000851)",2369.1323,246.1927,48.6737,0.9995,0.9977,0.7780
"1**2 * 1**2 + RationalQuadratic(alpha=1, length_scale=1) + RBF(length_scale=1)","1.82**2 * 1.82**2 + RationalQuadratic(alpha=0.139, length_scale=43.4) + RBF(length_scale=98.5)",2274.8521,242.4250,47.6954,0.9995,0.9185,-7.9353
"WhiteKernel(noise_level=1) + 1**2 * 1**2 * Matern(length_scale=1, nu=1.5)","WhiteKernel(noise_level=1e-05) + 1.26**2 * 3.61**2 * Matern(length_scale=213, nu=1.5)",2407.4036,245.2720,49.0653,0.9994,0.9635,-2.9885
1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2,0.0183**2 + 0.03**2 * DotProduct(sigma_0=0.000423) + 0.00423**2,6680.0545,244.0374,81.7316,0.9985,0.9990,0.9765
1**2 * 1**2 * WhiteKernel(noise_level=1) + 1**2,7.88**2 * 0.00401**2 * WhiteKernel(noise_level=4.36e+03) + 3.6**2,4341712.3602,-520.5224,2083.6776,-0.0000,-0.1208,-65.8767
1**2 * 1**2 * 1**2 + RBF(length_scale=1),12.3**2 * 0.0955**2 * 3.17**2 + RBF(length_scale=69.3),6353.3600,217.1739,79.7080,0.9985,0.9802,-1.0945
"RationalQuadratic(alpha=1, length_scale=1) * 1**2 + Matern(length_scale=1, nu=1.5) + 1**2","RationalQuadratic(alpha=1e+05, length_scale=285) * 5.97**2 + Matern(length_scale=74.8, nu=1.5) + 0.0125**2",2366.8311,246.8179,48.6501,0.9995,0.9841,-0.7214
"RationalQuadratic(alpha=1, length_scale=1) * 1**2 + 1**2 + ExpSineSquared(length_scale=1, periodicity=1)","RationalQuadratic(alpha=8.45e+04, length_scale=1.33e+04) * 287**2 + 1.04**2 + ExpSineSquared(length_scale=3.31, periodicity=63.3)",2263.1621,275.0668,47.5727,0.9995,0.9996,0.9901
"1**2 * RationalQuadratic(alpha=1, length_scale=1) + RBF(length_scale=1) * 1**2","13.9**2 * RationalQuadratic(alpha=1e+05, length_scale=774) + RBF(length_scale=7.61) * 0.0765**2",2354.3829,259.3307,48.5220,0.9995,0.9994,0.9649
DotProduct(sigma_0=1) * DotProduct(sigma_0=1) + 1**2 + 1**2,DotProduct(sigma_0=8.13e-05) * DotProduct(sigma_0=0.0292) + 0.00316**2 + 0.00316**2,6627.2252,231.7503,81.4078,0.9985,0.9990,0.9721
"1**2 * 1**2 * 1**2 + RationalQuadratic(alpha=1, length_scale=1)","1.18**2 * 1.32**2 * 2.2**2 + RationalQuadratic(alpha=0.593, length_scale=30.2)",2284.7427,234.1171,47.7990,0.9995,0.8071,-20.1866
"1**2 * Matern(length_scale=1, nu=1.5) * DotProduct(sigma_0=1) + 1**2","0.0299**2 * Matern(length_scale=3e+04, nu=1.5) * DotProduct(sigma_0=1e-05) + 0.00316**2",6637.3645,244.3688,81.4700,0.9985,0.9990,0.9748
RBF(length_scale=1) * 1**2 + 1**2 + WhiteKernel(noise_level=1),RBF(length_scale=1e+03) * 17.7**2 + 0.013**2 + WhiteKernel(noise_level=1e-05),6597.6870,236.0338,81.2261,0.9985,0.9990,0.9750
"1**2 + 1**2 * ExpSineSquared(length_scale=1, periodicity=1) + WhiteKernel(noise_level=1)","0.0117**2 + 17.6**2 * ExpSineSquared(length_scale=0.0631, periodicity=1e+05) + WhiteKernel(noise_level=1e-05)",6597.6732,236.0328,81.2261,0.9985,0.9990,0.9750
"RationalQuadratic(alpha=1, length_scale=1) * 1**2 + 1**2 * WhiteKernel(noise_level=1)","RationalQuadratic(alpha=0.0403, length_scale=110) * 4.67**2 + 0.00316**2 * WhiteKernel(noise_level=1e-05)",2243.4212,242.2747,47.3648,0.9995,0.8918,-10.8788
"ExpSineSquared(length_scale=1, periodicity=1) * 1**2 + 1**2","ExpSineSquared(length_scale=0.0631, periodicity=1e+05) * 17.7**2 + 0.416**2",6597.6785,236.0717,81.2261,0.9985,0.9990,0.9750
"1**2 * 1**2 * WhiteKernel(noise_level=1) + ExpSineSquared(length_scale=1, periodicity=1)","0.00316**2 * 0.00316**2 * WhiteKernel(noise_level=1e-05) + ExpSineSquared(length_scale=0.674, periodicity=1.04e+03)",6602.5400,204.4355,81.2560,0.9985,0.9851,-0.5503
1**2 * 1**2 + 1**2,291**2 * 245**2 + 20.2**2,4342809.3993,-51423.6019,2083.9408,-0.0003,-0.1286,-66.7120
"1**2 * DotProduct(sigma_0=1) + ExpSineSquared(length_scale=1, periodicity=1) * 1**2","0.0299**2 * DotProduct(sigma_0=1.5e-05) + ExpSineSquared(length_scale=0.00235, periodicity=1.91e+04) * 0.0696**2",2392.8185,266.7447,48.9164,0.9994,0.9995,0.9774
"1**2 * Matern(length_scale=1, nu=1.5) * WhiteKernel(noise_level=1) + 1**2","5.35**2 * Matern(length_scale=61.9, nu=1.5) * WhiteKernel(noise_level=0.152) + 3.6**2",4341712.3603,-520.5224,2083.6776,-0.0000,-0.1208,-65.8767
"1**2 + WhiteKernel(noise_level=1) * 1**2 + ExpSineSquared(length_scale=1, periodicity=1)","3.73**2 + WhiteKernel(noise_level=1e-05) * 0.00316**2 + ExpSineSquared(length_scale=0.513, periodicity=1)",6355.5470,217.3449,79.7217,0.9985,0.9814,-0.9622
"DotProduct(sigma_0=1) + 1**2 * 1**2 + RationalQuadratic(alpha=1, length_scale=1)","DotProduct(sigma_0=1e-05) + 0.00316**2 * 0.00316**2 + RationalQuadratic(alpha=0.00333, length_scale=86.6)",2442.6082,254.7405,49.4227,0.9994,0.9995,0.9754
WhiteKernel(noise_level=1) * 1**2 + DotProduct(sigma_0=1) + 1**2,WhiteKernel(noise_level=1e-05) * 0.00316**2 + DotProduct(sigma_0=0.00287) + 0.0186**2,6679.8862,241.0306,81.7306,0.9985,0.9990,0.9765
"RBF(length_scale=1) + 1**2 * 1**2 * RationalQuadratic(alpha=1, length_scale=1)","RBF(length_scale=106) + 0.0224**2 * 175**2 * RationalQuadratic(alpha=0.0233, length_scale=124)",2256.0731,243.3890,47.4981,0.9995,0.9106,-8.8091
