kernel_str,learned_kernel,mse,lml,std,R2_tr,R2,R2_test
"1**2 + 1**2 + WhiteKernel(noise_level=1) * Matern(length_scale=1, nu=1.5)","0.0242**2 + 3.6**2 + WhiteKernel(noise_level=4.35) * Matern(length_scale=1.15e+03, nu=1.5)",4341712.3602,-520.5224,2083.6776,-0.0000,-0.1208,-65.8767
"1**2 + RBF(length_scale=1) * ExpSineSquared(length_scale=1, periodicity=1) + 1**2","3.47**2 + RBF(length_scale=107) * ExpSineSquared(length_scale=20.8, periodicity=31.8) + 0.757**2",2348.4309,258.4368,48.4606,0.9995,0.9902,-0.0432
"1**2 + ExpSineSquared(length_scale=1, periodicity=1) * 1**2 + DotProduct(sigma_0=1)","0.0125**2 + ExpSineSquared(length_scale=1, periodicity=1) * 0.0125**2 + DotProduct(sigma_0=1e-05)",6665.1196,241.0938,81.6402,0.9985,0.9990,0.9765
"WhiteKernel(noise_level=1) * 1**2 + 1**2 * Matern(length_scale=1, nu=1.5)","WhiteKernel(noise_level=1e-05) * 0.00316**2 + 4.54**2 * Matern(length_scale=213, nu=1.5)",2406.7294,245.3517,49.0584,0.9994,0.9634,-2.9904
"ExpSineSquared(length_scale=1, periodicity=1) + ExpSineSquared(length_scale=1, periodicity=1) * 1**2 + 1**2","ExpSineSquared(length_scale=0.0143, periodicity=7.69e+03) + ExpSineSquared(length_scale=0.0167, periodicity=1e+05) * 5.86**2 + 0.0657**2",2179.6679,242.1350,46.6869,0.9995,0.9697,-2.3027
"Matern(length_scale=1, nu=1.5) * 1**2 * ExpSineSquared(length_scale=1, periodicity=1) + 1**2","Matern(length_scale=213, nu=1.5) * 4.54**2 * ExpSineSquared(length_scale=1e+05, periodicity=1e+05) + 0.00583**2",2406.7192,245.3517,49.0583,0.9994,0.9634,-2.9903
"1**2 + ExpSineSquared(length_scale=1, periodicity=1) * WhiteKernel(noise_level=1) + 1**2","3.6**2 + ExpSineSquared(length_scale=0.00163, periodicity=0.0019) * WhiteKernel(noise_level=4.35) + 0.00433**2",4341712.3602,-520.5224,2083.6776,-0.0000,-0.1208,-65.8767
"ExpSineSquared(length_scale=1, periodicity=1) + 1**2 * ExpSineSquared(length_scale=1, periodicity=1) * 1**2","ExpSineSquared(length_scale=9.02e+03, periodicity=0.00375) + 1.76**2 * ExpSineSquared(length_scale=0.0658, periodicity=9.63e+04) * 10.1**2",6597.7421,236.0697,81.2265,0.9985,0.9990,0.9750
"1**2 * ExpSineSquared(length_scale=1, periodicity=1) * 1**2 + RBF(length_scale=1)","0.404**2 * ExpSineSquared(length_scale=55, periodicity=31.7) * 8.85**2 + RBF(length_scale=76.4)",2251.6243,261.8234,47.4513,0.9995,0.9817,-0.9853
"1**2 * 1**2 + RBF(length_scale=1) + Matern(length_scale=1, nu=1.5)","0.33**2 * 10.2**2 + RBF(length_scale=104) + Matern(length_scale=73.7, nu=1.5)",2367.5668,242.0329,48.6576,0.9995,0.9271,-6.9846
"RationalQuadratic(alpha=1, length_scale=1) * Matern(length_scale=1, nu=1.5) + 1**2 + 1**2","RationalQuadratic(alpha=0.0153, length_scale=77.5) * Matern(length_scale=115, nu=1.5) + 3.47**2 + 0.016**2",2310.4168,238.5715,48.0668,0.9995,0.9299,-6.6790
"1**2 * Matern(length_scale=1, nu=1.5) * 1**2 + RBF(length_scale=1)","0.65**2 * Matern(length_scale=208, nu=1.5) * 6.74**2 + RBF(length_scale=212)",2406.2975,245.3639,49.0540,0.9994,0.9632,-3.0150
"ExpSineSquared(length_scale=1, periodicity=1) * 1**2 + RBF(length_scale=1) + 1**2","ExpSineSquared(length_scale=1.16, periodicity=63.4) * 0.143**2 + RBF(length_scale=101) + 3.54**2",2335.3908,256.0783,48.3259,0.9995,0.9878,-0.3117
"1**2 * DotProduct(sigma_0=1) * 1**2 + Matern(length_scale=1, nu=1.5)","9.1**2 * DotProduct(sigma_0=7.69e-05) * 0.00318**2 + Matern(length_scale=74.8, nu=1.5)",2369.0813,249.2256,48.6732,0.9995,0.9970,0.7012
"1**2 * ExpSineSquared(length_scale=1, periodicity=1) * 1**2 + DotProduct(sigma_0=1)","1.41**2 * ExpSineSquared(length_scale=91.5, periodicity=2.08e+04) * 0.0132**2 + DotProduct(sigma_0=0.00359)",6679.8861,241.0306,81.7306,0.9985,0.9990,0.9765
1**2 + RBF(length_scale=1) + WhiteKernel(noise_level=1) * 1**2,3.49**2 + RBF(length_scale=17.8) + WhiteKernel(noise_level=1e-05) * 0.00316**2,2273.4991,225.0223,47.6812,0.9995,0.5922,-43.8301
1**2 + RBF(length_scale=1) + 1**2 * 1**2,3.49**2 + RBF(length_scale=17.8) + 7.47**2 * 0.00491**2,2273.4985,225.0223,47.6812,0.9995,0.5922,-43.8302
"1**2 + ExpSineSquared(length_scale=1, periodicity=1) * 1**2 + Matern(length_scale=1, nu=1.5)","1.94**2 + ExpSineSquared(length_scale=4.09, periodicity=1.02) * 1.63**2 + Matern(length_scale=158, nu=1.5)",2202.4635,248.6056,46.9304,0.9995,0.9709,-2.1759
WhiteKernel(noise_level=1) + 1**2 * WhiteKernel(noise_level=1) * 1**2,WhiteKernel(noise_level=1.14e-05) + 0.00445**2 * WhiteKernel(noise_level=7.97e+03) * 10.5**2,17290496.9138,-682.5641,4158.1843,-2.9824,-2.9877,-212.9708
WhiteKernel(noise_level=1) + 1**2 * 1**2 * DotProduct(sigma_0=1),WhiteKernel(noise_level=1e-05) + 0.173**2 * 0.173**2 * DotProduct(sigma_0=0.626),6680.0818,243.9984,81.7318,0.9985,0.9990,0.9765
DotProduct(sigma_0=1) * 1**2 + 1**2 * WhiteKernel(noise_level=1),DotProduct(sigma_0=0.627) * 0.03**2 + 0.00316**2 * WhiteKernel(noise_level=1e-05),6680.0545,244.0374,81.7316,0.9985,0.9990,0.9765
"RationalQuadratic(alpha=1, length_scale=1) * WhiteKernel(noise_level=1) * 1**2 + 1**2","RationalQuadratic(alpha=4.69, length_scale=8.05e+04) * WhiteKernel(noise_level=2.02e+03) * 0.0464**2 + 3.6**2",4341712.3603,-520.5224,2083.6776,-0.0000,-0.1208,-65.8767
"RBF(length_scale=1) + ExpSineSquared(length_scale=1, periodicity=1) * 1**2 * 1**2","RBF(length_scale=17.6) + ExpSineSquared(length_scale=1.05, periodicity=1) * 2.03**2 * 2.03**2",2183.3969,241.8097,46.7268,0.9995,0.9430,-5.2366
"Matern(length_scale=1, nu=1.5) + RationalQuadratic(alpha=1, length_scale=1) * 1**2 * 1**2","Matern(length_scale=74.8, nu=1.5) + RationalQuadratic(alpha=8.17e+04, length_scale=285) * 0.0727**2 * 82.2**2",2366.8438,246.8179,48.6502,0.9995,0.9841,-0.7212
"1**2 * Matern(length_scale=1, nu=1.5) + 1**2 * 1**2","4.54**2 * Matern(length_scale=213, nu=1.5) + 0.00556**2 * 0.00556**2",2406.7293,245.3517,49.0584,0.9994,0.9634,-2.9904
"ExpSineSquared(length_scale=1, periodicity=1) + RationalQuadratic(alpha=1, length_scale=1) + 1**2 * 1**2","ExpSineSquared(length_scale=0.00684, periodicity=1e+05) + RationalQuadratic(alpha=0.0849, length_scale=49.4) + 1.03**2 * 0.0294**2",2277.1188,239.3968,47.7192,0.9995,0.9047,-9.4486
"1**2 * ExpSineSquared(length_scale=1, periodicity=1) + 1**2 + ExpSineSquared(length_scale=1, periodicity=1)","17.6**2 * ExpSineSquared(length_scale=0.0631, periodicity=1e+05) + 0.0168**2 + ExpSineSquared(length_scale=0.0741, periodicity=8.51e+04)",6597.6730,236.0721,81.2261,0.9985,0.9990,0.9750
"RBF(length_scale=1) * 1**2 * 1**2 + ExpSineSquared(length_scale=1, periodicity=1)","RBF(length_scale=670) * 3.45**2 * 3.45**2 + ExpSineSquared(length_scale=0.8, periodicity=1.01)",2178.4725,255.7464,46.6741,0.9995,0.9993,0.9553
WhiteKernel(noise_level=1) * 1**2 * 1**2 + 1**2,WhiteKernel(noise_level=0.327) * 1.65**2 * 2.21**2 + 3.6**2,4341712.3602,-520.5224,2083.6776,-0.0000,-0.1208,-65.8767
"Matern(length_scale=1, nu=1.5) * 1**2 * 1**2 + 1**2","Matern(length_scale=213, nu=1.5) * 2.39**2 * 1.9**2 + 0.00611**2",2406.7286,245.3517,49.0584,0.9994,0.9634,-2.9904
"Matern(length_scale=1, nu=1.5) + WhiteKernel(noise_level=1) + 1**2 * 1**2","Matern(length_scale=73.5, nu=1.5) + WhiteKernel(noise_level=1e-05) + 0.139**2 * 25**2",2381.2624,236.4209,48.7982,0.9995,0.8935,-10.6844
"Matern(length_scale=1, nu=1.5) * DotProduct(sigma_0=1) + 1**2 * 1**2","Matern(length_scale=1e+05, nu=1.5) * DotProduct(sigma_0=1e-05) + 0.00316**2 * 0.00316**2",6622.5233,239.6689,81.3789,0.9985,0.9990,0.9726
"RBF(length_scale=1) * ExpSineSquared(length_scale=1, periodicity=1) + 1**2 + 1**2","RBF(length_scale=107) * ExpSineSquared(length_scale=20.8, periodicity=31.8) + 0.00928**2 + 3.56**2",2348.4310,258.4368,48.4606,0.9995,0.9902,-0.0432
"1**2 * Matern(length_scale=1, nu=1.5) + 1**2 + 1**2","4.54**2 * Matern(length_scale=213, nu=1.5) + 0.00316**2 + 0.00563**2",2406.7093,245.3517,49.0582,0.9994,0.9634,-2.9906
WhiteKernel(noise_level=1) * 1**2 + 1**2 * 1**2,WhiteKernel(noise_level=0.000956) * 67.5**2 + 1.44**2 * 2.5**2,4341712.3601,-520.5224,2083.6776,-0.0000,-0.1208,-65.8767
"1**2 * ExpSineSquared(length_scale=1, periodicity=1) + RationalQuadratic(alpha=1, length_scale=1) * 1**2","0.0128**2 * ExpSineSquared(length_scale=115, periodicity=0.00024) + RationalQuadratic(alpha=0.0403, length_scale=110) * 4.67**2",2243.4022,242.2746,47.3646,0.9995,0.8917,-10.8792
"1**2 * 1**2 + Matern(length_scale=1, nu=1.5) + 1**2","5.9**2 * 0.0914**2 + Matern(length_scale=73.5, nu=1.5) + 3.43**2",2380.7177,236.5005,48.7926,0.9995,0.8935,-10.6862
"ExpSineSquared(length_scale=1, periodicity=1) + 1**2 * 1**2","ExpSineSquared(length_scale=0.374, periodicity=314) + 0.278**2 * 12.5**2",2283.7831,226.0335,47.7889,0.9995,0.2875,-77.3532
"ExpSineSquared(length_scale=1, periodicity=1) * 1**2 + Matern(length_scale=1, nu=1.5) + 1**2","ExpSineSquared(length_scale=0.656, periodicity=1.01) * 0.117**2 + Matern(length_scale=152, nu=1.5) + 3.52**2",2198.4874,248.0651,46.8880,0.9995,0.9667,-2.6349
"1**2 * RBF(length_scale=1) + ExpSineSquared(length_scale=1, periodicity=1) + 1**2","21.6**2 * RBF(length_scale=1.24e+03) + ExpSineSquared(length_scale=15.6, periodicity=31.6) + 0.00856**2",2252.5644,283.2565,47.4612,0.9995,0.9996,0.9887
1**2 * RBF(length_scale=1) + 1**2 + RBF(length_scale=1),0.105**2 * RBF(length_scale=9.12) + 3.51**2 + RBF(length_scale=83.2),2311.4599,243.8802,48.0776,0.9995,0.9609,-3.2683
WhiteKernel(noise_level=1) + 1**2 + WhiteKernel(noise_level=1) * 1**2,WhiteKernel(noise_level=4.35) + 3.6**2 + WhiteKernel(noise_level=1.39e-05) * 0.00352**2,4341712.3602,-520.5224,2083.6776,-0.0000,-0.1208,-65.8767
1**2 + WhiteKernel(noise_level=1) + 1**2 * DotProduct(sigma_0=1),0.00529**2 + WhiteKernel(noise_level=1e-05) + 0.03**2 * DotProduct(sigma_0=0.601),6680.0814,243.9984,81.7318,0.9985,0.9990,0.9765
"1**2 + 1**2 + ExpSineSquared(length_scale=1, periodicity=1) * RationalQuadratic(alpha=1, length_scale=1)","53.6**2 + 5.06**2 + ExpSineSquared(length_scale=21.4, periodicity=0.00177) * RationalQuadratic(alpha=1.4e+04, length_scale=107)",2350.5140,256.2317,48.4821,0.9995,0.9905,-0.0164
1**2 + 1**2 * 1**2,3.6**2 + 0.0119**2 * 10.1**2,4341686.8749,-51774.9907,2083.6715,-0.0000,-0.1195,-65.7294
1**2 + DotProduct(sigma_0=1) + RBF(length_scale=1) * 1**2,0.00316**2 + DotProduct(sigma_0=1.54e-05) + RBF(length_scale=7.15) * 0.0696**2,2392.7487,263.7316,48.9157,0.9994,0.9995,0.9774
"1**2 * RationalQuadratic(alpha=1, length_scale=1) * 1**2 + 1**2","9.11**2 * RationalQuadratic(alpha=0.0403, length_scale=110) * 0.513**2 + 0.00443**2",2243.4215,242.2747,47.3648,0.9995,0.8918,-10.8788
"1**2 * RationalQuadratic(alpha=1, length_scale=1) + WhiteKernel(noise_level=1) + 1**2","4.67**2 * RationalQuadratic(alpha=0.0403, length_scale=110) + WhiteKernel(noise_level=1e-05) + 0.00458**2",2243.6117,242.1918,47.3668,0.9995,0.8918,-10.8787
"1**2 + ExpSineSquared(length_scale=1, periodicity=1) * ExpSineSquared(length_scale=1, periodicity=1) + 1**2","0.00502**2 + ExpSineSquared(length_scale=0.374, periodicity=314) * ExpSineSquared(length_scale=12, periodicity=694) + 3.49**2",2283.8013,226.0338,47.7891,0.9995,0.2909,-76.9771
"RBF(length_scale=1) * 1**2 * ExpSineSquared(length_scale=1, periodicity=1) + 1**2","RBF(length_scale=1.64e+03) * 28.8**2 * ExpSineSquared(length_scale=448, periodicity=0.0713) + 1.39**2",2254.0531,283.2084,47.4769,0.9995,0.9996,0.9898
"1**2 + 1**2 * RationalQuadratic(alpha=1, length_scale=1) + ExpSineSquared(length_scale=1, periodicity=1)","0.00316**2 + 22.1**2 * RationalQuadratic(alpha=4.72e+04, length_scale=1.26e+03) + ExpSineSquared(length_scale=3.19, periodicity=63.3)",2253.0752,275.7755,47.4666,0.9995,0.9996,0.9890
"RBF(length_scale=1) * 1**2 * RationalQuadratic(alpha=1, length_scale=1) + 1**2","RBF(length_scale=570) * 10.6**2 * RationalQuadratic(alpha=3.65e-05, length_scale=907) + 0.0214**2",2414.8456,254.1508,49.1411,0.9994,0.9990,0.9182
"DotProduct(sigma_0=1) * 1**2 * ExpSineSquared(length_scale=1, periodicity=1) + 1**2","DotProduct(sigma_0=0.00931) * 0.03**2 * ExpSineSquared(length_scale=2.03e+03, periodicity=7.85e+04) + 0.0188**2",6680.0549,244.0374,81.7316,0.9985,0.9990,0.9765
"RBF(length_scale=1) + 1**2 * ExpSineSquared(length_scale=1, periodicity=1) + 1**2","RBF(length_scale=93.1) + 0.0989**2 * ExpSineSquared(length_scale=0.293, periodicity=191) + 3.54**2",2311.9757,246.8288,48.0830,0.9995,0.9754,-1.6734
DotProduct(sigma_0=1) * 1**2 + RBF(length_scale=1) + 1**2,DotProduct(sigma_0=8.7e-05) * 0.03**2 + RBF(length_scale=1.31e+03) + 0.00316**2,6660.1194,240.7599,81.6096,0.9985,0.9990,0.9764
"1**2 + 1**2 * Matern(length_scale=1, nu=1.5)","0.00316**2 + 4.54**2 * Matern(length_scale=213, nu=1.5)",2406.7260,245.3517,49.0584,0.9994,0.9634,-2.9903
"1**2 * RationalQuadratic(alpha=1, length_scale=1) * 1**2 + RBF(length_scale=1)","0.0298**2 * RationalQuadratic(alpha=0.0233, length_scale=124) * 131**2 + RBF(length_scale=106)",2256.0732,243.3890,47.4981,0.9995,0.9106,-8.8091
"ExpSineSquared(length_scale=1, periodicity=1) + Matern(length_scale=1, nu=1.5) * 1**2 * 1**2","ExpSineSquared(length_scale=5.22, periodicity=0.000514) + Matern(length_scale=381, nu=1.5) * 0.221**2 * 12.2**2",2147.8456,266.0301,46.3449,0.9995,0.9927,0.2201
1**2 * 1**2 * RBF(length_scale=1) + DotProduct(sigma_0=1),5.91**2 * 0.00316**2 * RBF(length_scale=8.82e+03) + DotProduct(sigma_0=0.00249),6679.8774,241.0307,81.7305,0.9985,0.9990,0.9765
"1**2 * RationalQuadratic(alpha=1, length_scale=1) + 1**2 * WhiteKernel(noise_level=1)","4.67**2 * RationalQuadratic(alpha=0.0403, length_scale=110) + 0.00316**2 * WhiteKernel(noise_level=1e-05)",2243.4215,242.2747,47.3648,0.9995,0.8918,-10.8788
1**2 * DotProduct(sigma_0=1) + WhiteKernel(noise_level=1) * 1**2,0.03**2 * DotProduct(sigma_0=0.627) + WhiteKernel(noise_level=1e-05) * 0.00316**2,6680.0545,244.0374,81.7316,0.9985,0.9990,0.9765
WhiteKernel(noise_level=1) * 1**2 + WhiteKernel(noise_level=1) * 1**2,WhiteKernel(noise_level=133) * 0.318**2 + WhiteKernel(noise_level=2.87) * 1.16**2,17290496.9138,-682.5641,4158.1843,-2.9824,-2.9877,-212.9708
"1**2 + ExpSineSquared(length_scale=1, periodicity=1) * 1**2","0.0125**2 + ExpSineSquared(length_scale=0.063, periodicity=1e+05) * 17.6**2",6597.6666,236.0721,81.2260,0.9985,0.9990,0.9750
"1**2 * WhiteKernel(noise_level=1) + Matern(length_scale=1, nu=1.5) + 1**2","0.00316**2 * WhiteKernel(noise_level=1e-05) + Matern(length_scale=73.5, nu=1.5) + 3.47**2",2380.7176,236.5005,48.7926,0.9995,0.8935,-10.6862
"1**2 * Matern(length_scale=1, nu=1.5) * 1**2 + WhiteKernel(noise_level=1)","0.215**2 * Matern(length_scale=213, nu=1.5) * 21.1**2 + WhiteKernel(noise_level=1e-05)",2407.4036,245.2720,49.0653,0.9994,0.9635,-2.9885
"1**2 + DotProduct(sigma_0=1) + ExpSineSquared(length_scale=1, periodicity=1) * 1**2","0.0739**2 + DotProduct(sigma_0=3.06e-05) + ExpSineSquared(length_scale=0.0466, periodicity=0.037) * 0.232**2",2210.3938,256.1697,47.0148,0.9995,0.9994,0.9611
"1**2 * 1**2 * RBF(length_scale=1) + ExpSineSquared(length_scale=1, periodicity=1)","1.29**2 * 13.7**2 * RBF(length_scale=1e+03) + ExpSineSquared(length_scale=0.341, periodicity=1.88e+04)",6597.6873,236.0730,81.2261,0.9985,0.9990,0.9750
"ExpSineSquared(length_scale=1, periodicity=1) + 1**2 * 1**2 * ExpSineSquared(length_scale=1, periodicity=1)","ExpSineSquared(length_scale=5.47e+03, periodicity=1.42e+04) + 4.72**2 * 3.75**2 * ExpSineSquared(length_scale=0.0632, periodicity=1e+05)",6597.7047,236.0699,81.2263,0.9985,0.9990,0.9750
1**2 + 1**2 * DotProduct(sigma_0=1) + WhiteKernel(noise_level=1),0.0188**2 + 0.03**2 * DotProduct(sigma_0=0.00176) + WhiteKernel(noise_level=1e-05),6680.0816,243.9984,81.7318,0.9985,0.9990,0.9765
"1**2 + 1**2 * Matern(length_scale=1, nu=1.5) * DotProduct(sigma_0=1)","0.00316**2 + 0.0299**2 * Matern(length_scale=3e+04, nu=1.5) * DotProduct(sigma_0=2.5e-05)",6637.3647,244.3688,81.4700,0.9985,0.9990,0.9748
1**2 * RBF(length_scale=1) * 1**2 + RBF(length_scale=1),8.52**2 * RBF(length_scale=1e+03) * 2.07**2 + RBF(length_scale=1e+03),6597.6863,236.0731,81.2261,0.9985,0.9990,0.9750
"RBF(length_scale=1) + 1**2 * 1**2 + Matern(length_scale=1, nu=1.5)","RBF(length_scale=104) + 1.87**2 * 1.8**2 + Matern(length_scale=73.7, nu=1.5)",2367.5670,242.0329,48.6577,0.9995,0.9271,-6.9846
"1**2 + 1**2 * Matern(length_scale=1, nu=1.5) + 1**2","0.00412**2 + 4.54**2 * Matern(length_scale=213, nu=1.5) + 0.00412**2",2406.7279,245.3517,49.0584,0.9994,0.9634,-2.9904
"1**2 * 1**2 + Matern(length_scale=1, nu=1.5)","0.121**2 * 28.6**2 + Matern(length_scale=73.5, nu=1.5)",2380.7176,236.5005,48.7926,0.9995,0.8935,-10.6862
"1**2 * RationalQuadratic(alpha=1, length_scale=1) + 1**2 + WhiteKernel(noise_level=1)","4.67**2 * RationalQuadratic(alpha=0.0403, length_scale=110) + 0.00728**2 + WhiteKernel(noise_level=1e-05)",2243.6065,242.1918,47.3667,0.9995,0.8918,-10.8787
"ExpSineSquared(length_scale=1, periodicity=1) * 1**2 * WhiteKernel(noise_level=1) + 1**2","ExpSineSquared(length_scale=0.0339, periodicity=1.92) * 0.116**2 * WhiteKernel(noise_level=321) + 3.6**2",4341712.3601,-520.5224,2083.6776,-0.0000,-0.1208,-65.8767
"1**2 + 1**2 + WhiteKernel(noise_level=1) * RationalQuadratic(alpha=1, length_scale=1)","3.6**2 + 0.0155**2 + WhiteKernel(noise_level=4.35) * RationalQuadratic(alpha=94.8, length_scale=0.436)",4341712.3602,-520.5224,2083.6776,-0.0000,-0.1208,-65.8767
"1**2 * Matern(length_scale=1, nu=1.5) * RationalQuadratic(alpha=1, length_scale=1) + 1**2","23.9**2 * Matern(length_scale=2.64e+03, nu=1.5) * RationalQuadratic(alpha=1e-05, length_scale=2e+03) + 0.0214**2",2375.8752,252.0707,48.7430,0.9995,0.9987,0.8850
WhiteKernel(noise_level=1) * 1**2 * DotProduct(sigma_0=1) + 1**2,WhiteKernel(noise_level=1.02e-05) * 3.81**2 * DotProduct(sigma_0=113) + 2.55**2,5437106.8755,-513.3709,2331.7605,-0.2523,-0.5593,-99.8776
1**2 + RBF(length_scale=1) + 1**2 * DotProduct(sigma_0=1),0.00316**2 + RBF(length_scale=17.5) + 0.0294**2 * DotProduct(sigma_0=1e-05),2176.3432,244.8468,46.6513,0.9995,0.9971,0.7073
"Matern(length_scale=1, nu=1.5) + 1**2 * 1**2 + ExpSineSquared(length_scale=1, periodicity=1)","Matern(length_scale=168, nu=1.5) + 1.39**2 * 1.39**2 + ExpSineSquared(length_scale=3.2, periodicity=2.07)",2171.5102,247.0536,46.5995,0.9995,0.9744,-1.7904
"ExpSineSquared(length_scale=1, periodicity=1) + 1**2 * WhiteKernel(noise_level=1) * 1**2","ExpSineSquared(length_scale=0.674, periodicity=1.04e+03) + 0.0456**2 * WhiteKernel(noise_level=0.00288) * 0.0212**2",6602.5403,204.4355,81.2560,0.9985,0.9851,-0.5503
"ExpSineSquared(length_scale=1, periodicity=1) * 1**2 + RationalQuadratic(alpha=1, length_scale=1) + 1**2","ExpSineSquared(length_scale=0.0358, periodicity=1e+05) * 10.6**2 + RationalQuadratic(alpha=0.00414, length_scale=85.7) + 0.0108**2",2413.4214,254.1643,49.1266,0.9994,0.9990,0.9182
"1**2 + 1**2 + RationalQuadratic(alpha=1, length_scale=1) * RBF(length_scale=1)","3.5**2 + 0.0506**2 + RationalQuadratic(alpha=0.012, length_scale=75.6) * RBF(length_scale=81.8)",2345.2635,240.5607,48.4279,0.9995,0.9459,-4.9184
"RationalQuadratic(alpha=1, length_scale=1) * 1**2 + Matern(length_scale=1, nu=1.5) * 1**2","RationalQuadratic(alpha=6.67e+04, length_scale=7.98) * 0.0825**2 + Matern(length_scale=8.05e+03, nu=1.5) * 70.5**2",2330.5805,256.5529,48.2761,0.9995,0.9994,0.9649
1**2 * DotProduct(sigma_0=1) * 1**2 + RBF(length_scale=1),0.55**2 * DotProduct(sigma_0=1e-05) * 0.0547**2 + RBF(length_scale=1.31e+03),6660.1194,240.7599,81.6096,0.9985,0.9990,0.9764
1**2 + DotProduct(sigma_0=1) + DotProduct(sigma_0=1) * 1**2,0.00316**2 + DotProduct(sigma_0=0.0186) + DotProduct(sigma_0=6.43e-05) * 0.00316**2,6679.8861,241.0306,81.7306,0.9985,0.9990,0.9765
"1**2 + 1**2 * 1**2 + ExpSineSquared(length_scale=1, periodicity=1)","0.00412**2 + 0.321**2 * 10.9**2 + ExpSineSquared(length_scale=0.00375, periodicity=2.99e+04)",2273.5007,225.0224,47.6812,0.9995,0.5922,-43.8299
"1**2 * 1**2 * RationalQuadratic(alpha=1, length_scale=1) + ExpSineSquared(length_scale=1, periodicity=1)","0.379**2 * 12.3**2 * RationalQuadratic(alpha=0.0405, length_scale=109) + ExpSineSquared(length_scale=9.11e+04, periodicity=0.0422)",2243.4444,242.2638,47.3650,0.9995,0.8920,-10.8466
"ExpSineSquared(length_scale=1, periodicity=1) + RBF(length_scale=1) * 1**2 + 1**2","ExpSineSquared(length_scale=3.16, periodicity=0.496) + RBF(length_scale=452) * 5.55**2 + 3.46**2",2318.1380,273.0993,48.1470,0.9995,0.9993,0.9521
"1**2 * Matern(length_scale=1, nu=1.5) + RationalQuadratic(alpha=1, length_scale=1) * 1**2","0.0695**2 * Matern(length_scale=8.45, nu=1.5) + RationalQuadratic(alpha=7.5e+04, length_scale=772) * 13.8**2",2419.8047,255.7900,49.1915,0.9994,0.9994,0.9677
"1**2 * 1**2 + ExpSineSquared(length_scale=1, periodicity=1) * DotProduct(sigma_0=1)","221**2 * 0.0428**2 + ExpSineSquared(length_scale=7.59e+03, periodicity=31.6) * DotProduct(sigma_0=424)",2257.2827,278.7949,47.5109,0.9995,0.9996,0.9901
"RationalQuadratic(alpha=1, length_scale=1) * 1**2 + DotProduct(sigma_0=1) + 1**2","RationalQuadratic(alpha=1e+05, length_scale=7.15) * 0.0696**2 + DotProduct(sigma_0=1e-05) + 0.00316**2",2392.7312,263.7316,48.9156,0.9994,0.9995,0.9774
1**2 + WhiteKernel(noise_level=1) + 1**2 * WhiteKernel(noise_level=1),3.6**2 + WhiteKernel(noise_level=0.0231) + 0.0826**2 * WhiteKernel(noise_level=634),4341712.3602,-520.5224,2083.6776,-0.0000,-0.1208,-65.8767
"ExpSineSquared(length_scale=1, periodicity=1) + 1**2 + ExpSineSquared(length_scale=1, periodicity=1) * 1**2","ExpSineSquared(length_scale=0.0644, periodicity=1e+05) + 0.2**2 + ExpSineSquared(length_scale=0.0637, periodicity=9.88e+04) * 17.6**2",6597.6325,236.0720,81.2258,0.9985,0.9990,0.9750
1**2 + RBF(length_scale=1) * 1**2,0.0134**2 + RBF(length_scale=1e+03) * 17.7**2,6597.6860,236.0731,81.2261,0.9985,0.9990,0.9750
"DotProduct(sigma_0=1) * Matern(length_scale=1, nu=1.5) * 1**2 + 1**2","DotProduct(sigma_0=314) * Matern(length_scale=187, nu=1.5) * 0.0109**2 + 0.0268**2",2422.1437,245.4674,49.2153,0.9994,0.9633,-3.0029
"ExpSineSquared(length_scale=1, periodicity=1) * 1**2 * 1**2 + WhiteKernel(noise_level=1)","ExpSineSquared(length_scale=0.0631, periodicity=1e+05) * 0.0634**2 * 279**2 + WhiteKernel(noise_level=1e-05)",6597.6732,236.0328,81.2261,0.9985,0.9990,0.9750
"RationalQuadratic(alpha=1, length_scale=1) * 1**2 * RBF(length_scale=1) + 1**2","RationalQuadratic(alpha=3.65e-05, length_scale=907) * 10.6**2 * RBF(length_scale=570) + 0.00895**2",2414.8117,254.1508,49.1407,0.9994,0.9990,0.9182
"1**2 + 1**2 * RationalQuadratic(alpha=1, length_scale=1) + 1**2","0.00364**2 + 4.67**2 * RationalQuadratic(alpha=0.0402, length_scale=110) + 0.00364**2",2243.4590,242.2747,47.3652,0.9995,0.8918,-10.8781
